"property_type","room_type","name","host_name","neighbourhood","host_identity_verified","city","latitude","longitude","accommodates","bathrooms","bedrooms","price","number_of_reviews","review_scores_rating","cancellation_policy"
"Townhouse","Entire home/apt","Perfect House for the Whole Family","Dennis","Kensington","t","Brooklyn",40.64342,-73.97851,6,2.5,3,299,5,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Studio in the Heart of Soho","Chris","Manhattan","t","New York",40.72098,-73.99869,4,1,1,155,15,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Beautiful 1BR: Heart of the Village","Jonathan","Greenwich Village","t","New York",40.72805,-73.99871,3,1,1,175,2,100,"flexible"
"Apartment","Private room","2 Bedroom Apartment in the East Village","Alec","Manhattan","t","New York",40.73227,-73.98451,2,1,2,109,5,100,"moderate"
"Apartment","Entire home/apt","Luxury 1BR w/ Rooftop","Erik","Astoria","t","Astoria",40.76592,-73.93428,2,1,1,120,2,100,"flexible"
"Apartment","Private room","Upper West Side/Manhattan/New York City","Jiajia","Morningside Heights","t","New York",40.80998,-73.95898,2,1,1,79,45,100,"moderate"
"Apartment","Private room","Cozy room in Beautiful Williamsburg Appartment","Alessio","Williamsburg","t","Brooklyn",40.71449,-73.95905,1,1,1,89,2,100,"flexible"
"Apartment","Entire home/apt","Spacious 1.5BR Midtown Manhattan w DM","Maya","Midtown East","t","New York",40.76178,-73.96713,5,1,1,280,7,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Brand new, Luxury  West Village Apt","Natalia","West Village","t","New York",40.73316,-74.0041,2,1,0,175,16,100,"flexible"
"Condominium","Private room","Furnished room with private bathroom","Marilyn","Roosevelt Island","t","New York",40.76175,-73.95012,1,1,1,54,5,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Feb 14-24 special rate Lux. 2bd/2bth W. Village","Tana","West Village","t","New York",40.73268,-74.00314,4,2,2,700,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Family-Friendly 3 BR in Cobble Hill","Jennifer","Brooklyn","t","Brooklyn",40.68298,-73.99171,6,2,3,259,2,100,"strict_14_with_grace_period"
"Loft","Entire home/apt","Spacious Factory Converted Loft","Vida","Greenpoint","t","Brooklyn",40.72756,-73.9423,4,1,0,129,6,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","As Seen In NY Magazine! Chic & Stylish!","Brett","Sunnyside","t","Long Island City",40.74342,-73.92635,2,1,1,100,4,100,"moderate"
"Apartment","Private room","Affordable Stay NYC, MARCH","Shira","Murray Hill","t","New York",40.74456,-73.97225,2,1,1,150,2,100,"moderate"
"Apartment","Private room","Sunny & large W. Harlem private 1 bedroom.","Lucy","Harlem","t","New York",40.82036,-73.95589,2,1,1,75,3,100,"moderate"
"Apartment","Private room","1 Room in Shared 2 Bedroom Apt. on Restaurant Row!","Melody","Manhattan","t","New York",40.80913,-73.95286,1,1,1,75,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Spacious, amenity-filled 1 BDR Williamsburg Apt","Elizabeth","Williamsburg","t","Brooklyn",40.71385,-73.93861,2,1,1,160,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Gorgeous West Village Hidden Gem","Roxanne","West Village","t","New York",40.73556,-74.00903,2,1,0,270,4,100,"strict_14_with_grace_period"
"Loft","Entire home/apt","Spacious Loft in East Village","Henry","East Village","t","New York",40.7262,-73.97913,2,1,1,232,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Beautiful Brooklyn Brownstone Apt","Zachary","Brooklyn","t","Brooklyn",40.68665,-73.93293,2,1,1,168,1,100,"moderate"
"Apartment","Private room","Cozy Twin for the NYC Win! [Gay/LGBT Friendly]","Daveyjoe!","Queens","t","Sunnyside",40.74234,-73.92579,1,1,1,102,8,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Gorgeous Apt. 20 min to Manhattan!","Rickey","Astoria","t","Long Island City",40.7703,-73.93306,2,1,1,140,13,100,"flexible"
"Apartment","Entire home/apt","Elegant modern 1-bedroom in Bed-Stuy","Jenn","Brooklyn","t","Brooklyn",40.69336,-73.94678,2,1,1,67,10,100,"moderate"
"Apartment","Private room","Private Room in Brooklyn Brownstone","Ivey","Brooklyn","t","Brooklyn",40.68329,-73.95111,2,1,1,45,2,100,"flexible"
"Serviced apartment","Entire home/apt","Huge 1 Bedroom Loft at Habitat 101!","Vida","Greenpoint","t","Brooklyn",40.72686,-73.94177,4,1,1,149,7,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Quiet Large 1BR Near Columbia","Kevin","Harlem","t","New York",40.8061,-73.9662,3,1,1,79,9,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Charming studio in Williamsburg","Karlee","Brooklyn","t","Brooklyn",40.70863,-73.95543,3,1,0,150,1,100,"moderate"
"Apartment","Entire home/apt","Bright, Cheerful Brooklyn Apartment","Kali","Williamsburg","t","Brooklyn",40.70773,-73.94144,3,1,0,115,1,100,"moderate"
"Apartment","Private room","Spacious room in Bushwick L & JMZ !","Rebecca","Brooklyn","t","Brooklyn",40.70045,-73.93832,2,1,1,65,1,100,"flexible"
"Loft","Entire home/apt","2000 SQ FT Spacious Artist Loft in SOHO","Tanya","Chinatown","t","New York",40.72047,-74.00049,2,1,1,295,9,100,"moderate"
"Apartment","Private room","Great Views on Upper West Side","Rebecca","Upper West Side","t","New York",40.7854,-73.97368,2,2,1,310,12,100,"strict_14_with_grace_period"
"Apartment","Private room","Cozy 1BD next to Central Park","Megan","Upper West Side","t","New York",40.77532,-73.97952,2,1,1,175,4,100,"moderate"
"Apartment","Private room","Cozy and quiet room  in Brooklyn","Zulu & Andy","Flatbush","t","Brooklyn",40.65889,-73.95011,1,1,1,65,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Financial District Oasis, Cozy Winter Room","Kindra","Manhattan","t","New York",40.70758,-74.00799,2,1,1,105,13,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Luxury apt share/meatpacking/chelse","G","Chelsea","t","New York",40.74308,-74.00563,2,1,1,275,2,100,"moderate"
"Apartment","Entire home/apt","New Williamsburg 1B With Backyard","Todd","Williamsburg","t","Brooklyn",40.71985,-73.94015,2,1,1,160,19,100,"moderate"
"Apartment","Entire home/apt","Union Square/East Village Apartment","Ki","Manhattan","t","New York",40.7312,-73.98857,3,1,1,199,4,100,"flexible"
"Apartment","Entire home/apt","East Williamsburg Clean Apartment","Nikki","Brooklyn","t","Brooklyn",40.71261,-73.94154,2,1,1,115,2,100,"flexible"
"Apartment","Entire home/apt","Modern Waterfront 2Bed Williamsburg","Cris","Williamsburg","t","Brooklyn",40.71817,-73.96401,4,2,2,300,14,100,"strict_14_with_grace_period"
"Apartment","Private room","Comfy Harlem Bed for Nightly Rental","Carlos","Manhattan","t","New York",40.80631,-73.94941,1,1,1,92,5,100,"moderate"
"Apartment","Entire home/apt","1 BR Penthouse with Private Terrace","Kristie","Upper West Side","t","New York",40.78618,-73.97339,2,1,1,299,39,100,"moderate"
"Apartment","Entire home/apt","West Village/SOHO Pretty Apartment","Melissa","Manhattan","t","New York",40.72838,-74.00462,2,1,0,229,13,100,"moderate"
"Apartment","Entire home/apt","Spacious, Sunny, 1br in Midtown East with doorman","Joel","Midtown East","t","New York",40.75669,-73.9666,3,1,1,225,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","280 Degree Views Of Manhattan (TS)","Jonathan","Midtown","t","New York",40.76019,-73.99586,4,2,2,499,8,100,"strict_14_with_grace_period"
"Apartment","Private room","Large Bedroom in the East Village","Jessica","East Village","t","New York",40.72745,-73.98344,1,1,1,119,1,100,"moderate"
"Apartment","Entire home/apt","Brooklyn apt, hip hood, with a view","Amy","Brooklyn","t","Brooklyn",40.67801,-73.96106,3,1,1,83,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Cute Spacious Studio in Fort Greene","Ashley","Fort Greene","t","Brooklyn",40.68516,-73.97461,2,1,0,120,2,100,"strict_14_with_grace_period"
"Apartment","Private room","One Bedroom in an apartment","Idoline","Brooklyn","t","Brooklyn",40.67138,-73.96058,2,1,1,38,10,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Sunny 1BD near Prospect Park lake.","Anei","Lefferts Garden","t","New York",40.65624,-73.96034,2,1,1,90,5,100,"moderate"
"Apartment","Entire home/apt","Beautiful, large, charming spot","Susan","Williamsburg","t","Brooklyn",40.71758,-73.9543,2,1,1,250,83,100,"strict_14_with_grace_period"
"Apartment","Private room","BEST PRICE - WILLIAMSBURG 1 ROOM","Gianni","Williamsburg","t","Brooklyn",40.70576,-73.94827,2,1,1,100,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","One Bedroom Apt, Suitable for Two","Karmesha","The Bronx","t","Bronx",40.83645,-73.86634,2,1,1,195,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Priv room in 3 bdrm apt - Room ""C""","Ryan","Manhattan","t","New York",40.80688,-73.94932,2,1.5,1,90,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Hell's Kitchen, close to All","Judson","Manhattan","t","New York",40.76247,-73.99225,4,1,2,185,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Amazing Greenpoint/Williamsburg Apt","Flick","Greenpoint","t","Brooklyn",40.72318,-73.94931,4,2,2,220,2,100,"flexible"
"House","Private room","XLARGE-Modern-clean master bedroom","Sergio","Manhattan","t","New York",40.80447,-73.94034,1,1,1,50,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Big, beautiful, central 1BD in Brooklyn","Shira","Brooklyn","t","Brooklyn",40.67475,-73.96385,2,1,1,100,5,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Lower East Side Atelier - 4th Floor Apt","Tatiana","Lower East Side","t","New York",40.71386,-73.98545,4,1,2,340,17,100,"moderate"
"Apartment","Entire home/apt","Luxury studio","Marie","Chelsea","t","New York",40.74163,-73.99857,2,1,0,189,12,100,"moderate"
"Apartment","Entire home/apt","Spacious Bright 1 Bedroom East Village Apartment","S & G","East Village","t","New York",40.72754,-73.98555,2,1.5,1,450,12,100,"strict_14_with_grace_period"
"Serviced apartment","Entire home/apt","Thanksgiving in Manhattan Luxury Suite","Xander","Manhattan","t","New York",40.76542,-73.98081,4,2,2,175,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Studio Apt. on Upper West Side","Molly","Upper West Side","t","New York",40.78021,-73.9805,2,1,0,150,7,100,"flexible"
"Apartment","Entire home/apt","Beautiful king-size 1-bedroom with balcony","Mary","Astoria","t","Queens",40.7577,-73.91981,2,1,1,100,1,100,"strict_14_with_grace_period"
"Condominium","Entire home/apt","1 Bdr near Wall St & WorldTradeCtr","Tasha","Manhattan","t","New York",40.70881,-74.01507,2,1,1,142,1,100,"flexible"
"Loft","Entire home/apt","Soho Penthouse Loft, Terrace & View","Nisian","Manhattan","t","New York",40.72329,-73.9981,3,1,1,400,1,100,"moderate"
"Apartment","Entire home/apt","Perfect for Visiting Family","Sara","Park Slope","t","Brooklyn",40.67559,-73.98362,2,1,1,125,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Large Jackson Heights Apartment for Holidays","Cory","Queens","t","Queens",40.7517,-73.89393,6,1,2,200,7,100,"flexible"
"Apartment","Entire home/apt","Spacious 2BR in the heart of Soho","Omar","Manhattan","t","New York",40.72577,-74.00279,6,1,2,272,4,100,"moderate"
"House","Private room","NoHa Living","Evan","Harlem","t","New York",40.80797,-73.93686,1,1,1,179,1,100,"flexible"
"Apartment","Entire home/apt","Private Room in Upper East Side","Diana","Manhattan","t","New York",40.77127,-73.95033,2,1,1,75,2,100,"flexible"
"Apartment","Private room","MIDTOWN MANHATTAN-WALKING DISTANCE TO EMPIRE STATE","David","Manhattan","t","New York",40.74221,-73.98121,4,1,1,79,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","GET COSY IN WILLIAMSBURG...","Rory","Brooklyn","t","Brooklyn",40.70491,-73.94268,2,1,1,110,3,100,"flexible"
"Apartment","Private room","Cozy East Village Bedroom","Kris","East Village","t","New York",40.73033,-73.98742,2,1,1,100,2,100,"strict_14_with_grace_period"
"Serviced apartment","Entire home/apt","Sunny & Bright Bohemian 2BR XL Loft","Vida","Greenpoint","t","Brooklyn",40.72532,-73.93992,6,1,2,199,8,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Cozy 1BR in Morningside Heights","Robyn","Morningside Heights","t","New York",40.81233,-73.96101,4,1,1,80,1,100,"flexible"
"Apartment","Entire home/apt","Live like a true New Yorker!","Selim T.","Manhattan","t","New York",40.73043,-74.00343,2,1,0,180,8,100,"strict_14_with_grace_period"
"Serviced apartment","Entire home/apt","Industrial Modernism Flex 2br Loft!","Vida","Greenpoint","t","Brooklyn",40.72587,-73.94138,4,1,1,159,6,100,"strict_14_with_grace_period"
"Serviced apartment","Entire home/apt","Fabulous City View Studio Loft","Vida","Greenpoint","t","Brooklyn",40.72546,-73.94136,2,1,0,129,6,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Large 2BR/2B next to Lincoln Center","Itay","Manhattan","t","New York",40.77517,-73.98829,4,2,2,300,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","2BR XL Industrial Factory Loft","Vida","Greenpoint","t","Brooklyn",40.72552,-73.94195,6,1,2,199,4,100,"strict_14_with_grace_period"
"Apartment","Private room","Nice room in Astoria, Queens, NYC","Don Luis","Queens","t","Queens",40.77073,-73.93229,1,1,1,47,11,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Fully renovated 1br apt in LES","Kenneth","Lower East Side","t","New York",40.71978,-73.98643,2,1,1,224,12,100,"moderate"
"Apartment","Private room","Hip Bushwick Apartment","Rob","Brooklyn","t","Brooklyn",40.6966,-73.93072,2,1,1,99,8,100,"moderate"
"Apartment","Entire home/apt","The Perfect 1-bedroom in Cobble Hill","Edward","Brooklyn","t","Brooklyn",40.68497,-73.9902,2,1,1,125,18,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Upper West Side elegance. Riverside","Poppi","Manhattan","t","New York",40.77874,-73.98437,6,2.5,3,599,5,100,"flexible"
"Apartment","Entire home/apt","Short Term Rental Great Location","Shelly","Bedford-Stuyvesant","t","Brooklyn",40.68217,-73.92405,4,1,2,125,2,100,"strict_14_with_grace_period"
"Condominium","Entire home/apt","Central and Spacious 1BR Apt in NYC","Michelle And Timon","Harlem","t","New York",40.79002,-73.95008,2,1,1,199,1,100,"moderate"
"Apartment","Entire home/apt","Modern Alcove Studio in Chelsea NYC","Jeffrey","Manhattan","t","New York",40.74259,-73.99708,2,1,0,160,8,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Spacious 2BR/2BA Classic UWS Apt, Great for Family","Ish & Asa","Manhattan","t","New York",40.78731,-73.97805,4,1.5,2,300,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Sunny Brooklyn Home","Reid","Bedford-Stuyvesant","t","Brooklyn",40.69587,-73.94037,3,1,1,85,10,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Gorgeous Ft. Greene apt amazing vu","James","Downtown Brooklyn","t","Brooklyn",40.69093,-73.97936,3,1,1,200,4,100,"moderate"
"Apartment","Entire home/apt","Chelsea HUGE apartment w/ King bed + office","Everett","Chelsea","t","New York",40.74047,-73.99508,2,1,1,215,9,100,"strict_14_with_grace_period"
"Apartment","Private room","Sunny room with private ensuite!","Tim","Brooklyn","t","Brooklyn",40.68019,-73.98119,2,2.5,1,50,3,100,"flexible"
"Apartment","Private room","Large Wiliamsburg Private Bedroom","Ashley","Brooklyn","t","Brooklyn",40.71527,-73.94038,1,2,1,65,10,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Beautiful 2BR Flex Factory Loft","Vida","Brooklyn","t","Brooklyn",40.72572,-73.94031,4,1,1,159,1,100,"flexible"
"Apartment","Private room","Haus of Taylor (Bronx Prohibition)","Emery","The Bronx","t","Bronx",40.86467,-73.90125,2,1,1,75,11,100,"strict_14_with_grace_period"
"Apartment","Private room","Charming private room","Heran","Harlem","t","New York",40.81906,-73.95226,2,1,1,257,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Cozy 1 Bdrm Astoria Apt - 18 min to Manhattan","Vanessa","Astoria","t","Queens",40.76437,-73.9195,2,1,1,65,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","2BD in Midtown East","Victoria","Kips Bay","t","New York",40.74383,-73.97909,4,1,2,420,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Large 1BR Upper East Side Apartment","Stephanie","Upper East Side","t","New York",40.77226,-73.95895,4,1,1,180,2,100,"moderate"
"Apartment","Entire home/apt","Sun-bathed spacious Luxury 2 BR near CENTRALPARK!","Philippe","Upper West Side","t","New York",40.77775,-73.98485,5,2,2,380,14,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Lux 1600sf 1BR w. Private Terrace","Michelle","Manhattan","t","New York",40.72082,-73.99028,2,1,1,300,2,100,"moderate"
"Apartment","Entire home/apt","Upper E. side, one month minimum","James","Upper East Side","t","New York",40.78158,-73.94808,2,2,1,110,3,100,"flexible"
"Apartment","Private room","Bedroom in Huge Apt on St. Marks","Jordan","East Village","t","New York",40.72847,-73.99029,2,1,1,129,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Private Bedroom in Williamsburg!","Kevin","Brooklyn","t","Brooklyn",40.71801,-73.95869,2,1,1,85,1,100,"flexible"
"Apartment","Entire home/apt","Large 1 bedroom","William","Manhattan","t","New York",40.74438,-73.97965,4,1,1,369,1,100,"flexible"
"Apartment","Private room","Williamsburg Lodge (the best home in Brooklyn)","Paul & Marçal","Brooklyn","t","Brooklyn",40.70868,-73.95343,2,1,1,89,168,100,"moderate"
"Serviced apartment","Entire home/apt","Amazing 2BR/2Bath Loft in Brooklyn","Vida","Greenpoint","t","Brooklyn",40.72569,-73.94017,6,2,2,199,3,100,"strict_14_with_grace_period"
"Serviced apartment","Entire home/apt","Stunning 1BR Brooklyn Loft","Vida","Greenpoint","t","Brooklyn",40.72537,-73.94076,4,1,1,149,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Great location Cntl Park Times Sq","Anthony","Manhattan","t","New York",40.76726,-73.98285,3,1,0,395,9,100,"moderate"
"Apartment","Private room","Heart of the West Village!","Corey","Manhattan","t","New York",40.73357,-73.99767,2,1,1,175,1,100,"flexible"
"Apartment","Entire home/apt","Cozy, Quiet Bedroom in Historic West Village","Rob","West Village","t","New York",40.73521,-74.00089,2,1,1,100,8,100,"strict_14_with_grace_period"
"Condominium","Entire home/apt","Three bedroom upscale condo","Donna","Riverdale","t","Bronx",40.88579,-73.91599,6,2.5,3,265,4,100,"strict_14_with_grace_period"
